,Temperature (C),Humidity,Pressure (millibars)
24233,8.822222222222223,0.77,1021.31
24234,7.877777777777778,0.83,1021.45
24235,7.827777777777779,0.83,1021.32
24236,8.377777777777776,0.77,1021.61
24237,7.855555555555556,0.8,1021.83
24238,6.805555555555555,0.77,1021.71
24239,6.272222222222222,0.82,1021.6
24240,7.327777777777777,0.75,1024.54
24241,7.799999999999999,0.72,1021.63
24242,7.288888888888888,0.72,1021.61
24243,7.094444444444446,0.75,1021.54
24244,7.244444444444444,0.74,1021.8
24245,7.244444444444444,0.73,1021.62
24246,6.933333333333332,0.75,1022.02
24247,7.244444444444444,0.75,1022.51
24248,8.861111111111112,0.68,1022.7
24249,10.72222222222222,0.6,1022.79
24250,10.97222222222222,0.63,1022.85
24251,12.011111111111113,0.63,1022.65
24252,12.7,0.55,1022.56
24253,12.633333333333336,0.51,1022.26
24254,12.122222222222222,0.52,1022.26
24255,11.266666666666667,0.55,1022.67
24256,9.86111111111111,0.63,1023.14
24257,9.83888888888889,0.63,1023.73
24258,9.005555555555556,0.66,1023.86
24259,8.838888888888887,0.67,1024.14
24260,8.794444444444444,0.67,1024.54
24261,8.261111111111111,0.69,1024.71
24262,8.311111111111112,0.69,1024.95
24263,7.777777777777778,0.72,1025.25
24264,1.783333333333334,0.89,1028.16
24265,6.227777777777778,0.77,1025.15
24266,6.227777777777778,0.79,1025.06
24267,6.455555555555554,0.75,1025.09
24268,7.200000000000001,0.72,1025.44
24269,7.200000000000001,0.72,1025.65
24270,6.094444444444444,0.77,1026.17
24271,7.222222222222222,0.72,1026.65
24272,7.294444444444445,0.72,1027.14
24273,8.783333333333335,0.61,1027.19
24274,10.050000000000002,0.62,1027.13
24275,10.116666666666667,0.62,1026.83
24276,11.06111111111111,0.55,1026.61
24277,11.183333333333334,0.57,1026.45
24278,11.06111111111111,0.62,1026.45
24279,10.044444444444444,0.63,1026.83
24280,8.81111111111111,0.67,1027.05
24281,7.211111111111109,0.79,1027.55
24282,6.394444444444443,0.79,1027.87
24283,5.033333333333335,0.86,1027.94
24284,4.500000000000001,0.89,1028.25
24285,4.816666666666667,0.88,1028.53
24286,3.438888888888888,0.89,1028.52
24287,1.861111111111112,0.89,1028.63
24288,0.472222222222223,0.92,1029.05
24289,0.3555555555555558,0.92,1029.21
24290,-0.1999999999999996,0.92,1029.5
24291,-0.3777777777777776,0.93,1029.07
24292,0.3166666666666668,0.92,1029.3
24293,0.4388888888888884,0.92,1029.32
24294,0.7444444444444464,0.99,1029.76
24295,2.594444444444445,0.92,1030.38
24296,3.333333333333333,0.95,1030.48
24297,5.7222222222222205,0.91,1030.47
24298,6.594444444444443,0.91,1030.68
24299,8.144444444444442,0.94,1030.28
24300,10.266666666666664,0.89,1029.95
24301,12.2,0.66,1029.12
24302,11.183333333333334,0.71,1028.92
24303,8.355555555555554,0.81,1029.25
24304,6.272222222222222,0.92,1029.12
24305,4.122222222222224,0.91,1029.21
24306,3.311111111111112,0.95,1029.52
24307,2.2666666666666657,0.92,1029.22
24308,1.183333333333335,0.96,1029.41
24309,0.5111111111111121,0.93,1029.57
24310,-0.4111111111111102,0.96,1029.41
24311,-0.9500000000000004,0.95,1029.41
24312,3.5277777777777786,0.93,1024.07
24313,-0.994444444444444,0.96,1028.81
24314,-1.0611111111111111,0.96,1028.51
24315,-0.827777777777777,0.96,1028.29
24316,-1.083333333333333,0.92,1028.01
24317,-1.083333333333333,0.92,1027.91
24318,-0.8722222222222223,0.93,1027.96
24319,-0.916666666666666,0.99,1027.9
24320,1.377777777777776,0.92,1027.6
24321,3.177777777777777,0.96,1027.92
24322,5.394444444444445,0.92,1027.67
24323,7.544444444444443,0.92,1026.78
24324,9.05,0.91,1026.01
24325,11.133333333333333,0.77,1025.1
24326,10.116666666666667,0.82,1024.42
24327,8.15,0.82,1024.5
24328,6.25,0.79,1024.31
24329,4.027777777777778,0.91,1024.32
24330,5.0666666666666655,0.93,1024.23
24331,2.92777777777778,0.95,1023.94
24332,3.2944444444444443,0.92,1023.82
24333,3.0388888888888883,0.93,1023.85
24334,1.311111111111111,0.92,1023.52
24335,1.8444444444444448,0.92,1023.7
24336,1.2166666666666657,0.9,1025.61
24337,5.011111111111113,0.93,1022.74
24338,5.583333333333332,0.89,1022.42
24339,6.133333333333333,0.9,1022.04
24340,6.116666666666665,0.93,1021.76
24341,6.138888888888888,0.93,1021.77
24342,6.127777777777778,0.88,1022.25
24343,7.15,0.79,1022.42
24344,7.200000000000001,0.73,1023.13
24345,7.85,0.7,1023.65
24346,8.916666666666664,0.65,1024.0
24347,8.93888888888889,0.62,1023.89
24348,9.044444444444444,0.57,1024.08
24349,9.927777777777775,0.5,1023.87
24350,8.861111111111112,0.54,1024.07
24351,7.388888888888887,0.59,1024.5
24352,7.15,0.65,1024.6
24353,5.027777777777776,0.7,1025.35
24354,3.2333333333333334,0.8,1025.62
24355,2.872222222222223,0.76,1025.75
24356,1.316666666666665,0.82,1026.12
24357,1.2277777777777783,0.84,1026.25
24358,0.0111111111111128,0.85,1026.15
24359,0.5500000000000012,0.89,1026.27
24360,0.1333333333333344,0.86,1020.22
24361,-0.0222222222222217,0.89,1025.76
24362,-0.0944444444444453,0.92,1025.17
24363,0.2277777777777758,0.85,1024.53
24364,-2.7333333333333343,0.92,1024.54
24365,-2.7999999999999994,0.85,1024.06
24366,-3.638888888888889,0.92,1024.1
24367,0.8444444444444462,0.76,1024.25
24368,2.7111111111111126,0.72,1024.02
24369,4.933333333333335,0.71,1023.78
24370,6.138888888888888,0.65,1023.12
24371,7.777777777777778,0.63,1022.21
24372,8.761111111111113,0.58,1021.71
24373,8.838888888888887,0.54,1021.01
24374,7.288888888888888,0.64,1020.6
24375,5.327777777777779,0.68,1020.29
24376,3.766666666666668,0.76,1020.12
24377,2.083333333333333,0.79,1020.32
24378,2.166666666666666,0.8,1020.47
24379,1.93888888888889,0.79,1020.41
24380,0.9500000000000004,0.85,1020.33
24381,0.0833333333333325,0.88,1020.44
24382,-0.6500000000000009,0.88,1019.9
24383,0.344444444444443,0.83,1019.32
24384,3.622222222222224,0.74,1018.52
24385,-1.6888888888888884,0.89,1018.82
24386,-2.1722222222222225,0.92,1018.73
24387,-2.005555555555555,0.92,1018.55
24388,-2.822222222222221,0.92,1018.24
24389,-3.8333333333333326,0.85,1018.45
24390,-4.233333333333334,0.92,1018.94
24391,-1.2388888888888892,0.88,1019.4
24392,2.116666666666668,0.8,1019.11
24393,4.966666666666665,0.72,1018.9
24394,7.200000000000001,0.66,1018.71
24395,7.777777777777778,0.68,1018.02
24396,8.766666666666667,0.58,1017.74
24397,7.838888888888889,0.58,1017.44
24398,7.799999999999999,0.58,1017.92
24399,7.355555555555558,0.6,1018.33
24400,6.183333333333335,0.65,1018.61
24401,6.0888888888888895,0.7,1018.54
24402,5.972222222222222,0.71,1018.53
24403,3.9833333333333343,0.76,1018.93
24404,3.433333333333333,0.79,1018.74
24405,3.9000000000000017,0.8,1019.06
24406,3.9611111111111126,0.79,1018.7
24407,13.172222222222224,0.9,1014.39
24408,9.183333333333334,0.95,1019.95
24409,12.527777777777777,0.93,1015.21
24410,11.966666666666663,0.93,1015.34
24411,11.194444444444445,0.94,1015.82
24412,11.038888888888888,0.93,1016.4
24413,11.038888888888888,0.93,1016.42
24414,11.31111111111111,0.94,1017.35
24415,13.794444444444444,0.93,1017.7
24416,14.933333333333334,0.87,1018.28
24417,17.355555555555558,0.76,1018.69
24418,18.88888888888889,0.74,1018.6
24419,19.97777777777777,0.64,1018.78
24420,19.966666666666665,0.63,1018.85
24421,19.994444444444444,0.63,1018.68
24422,19.994444444444444,0.61,1018.78
24423,18.000000000000004,0.69,1019.0
24424,17.194444444444443,0.72,1019.4
24425,14.883333333333333,0.83,1019.9
24426,13.838888888888889,0.84,1020.31
24427,12.105555555555554,0.93,1020.5
24428,11.52777777777778,0.93,1020.62
24429,11.199999999999998,0.93,1020.93
24430,10.050000000000002,0.96,1020.9
24431,3.777777777777776,0.76,1018.6
24432,6.083333333333335,0.76,1009.71
24433,3.316666666666666,0.77,1018.28
24434,2.8500000000000014,0.79,1017.76
24435,2.361111111111111,0.83,1017.43
24436,2.2499999999999982,0.79,1016.59
24437,2.1611111111111114,0.8,1016.4
24438,2.105555555555555,0.8,1016.65
24439,2.177777777777779,0.8,1016.19
24440,5.977777777777777,0.62,1015.78
24441,7.627777777777775,0.59,1015.27
24442,9.949999999999998,0.5,1013.97
24443,12.061111111111112,0.41,1012.6
24444,12.127777777777776,0.39,1011.97
24445,12.333333333333336,0.37,1011.28
24446,12.288888888888888,0.37,1010.38
24447,8.294444444444444,0.55,1010.23
24448,6.288888888888889,0.65,0.0
24449,7.877777777777778,0.58,0.0
24450,7.461111111111112,0.63,1010.36
24451,7.877777777777778,0.68,0.0
24452,10.0,0.58,0.0
24453,9.688888888888888,0.63,1009.0
24454,7.349999999999998,0.71,0.0
24455,7.349999999999998,0.71,0.0
24456,5.483333333333332,0.78,994.99
24457,7.349999999999998,0.73,0.0
24458,7.349999999999998,0.73,0.0
24459,7.11111111111111,0.78,1005.64
24460,7.300000000000001,0.79,0.0
24461,6.188888888888889,0.86,0.0
24462,7.255555555555556,0.8,1005.57
24463,7.222222222222222,0.79,0.0
24464,7.750000000000002,0.83,0.0
24465,7.905555555555553,0.76,1004.51
24466,7.705555555555555,0.76,1003.61
24467,7.705555555555555,0.77,1002.49
24468,7.750000000000002,0.78,1000.93
24469,7.683333333333333,0.77,999.43
24470,7.15,0.86,998.4
24471,6.161111111111113,0.93,997.03
24472,6.133333333333333,0.93,995.34
24473,6.133333333333333,0.93,994.18
24474,6.322222222222224,0.94,992.57
24475,6.105555555555557,0.93,991.62
24476,5.5777777777777775,0.93,992.56
24477,5.644444444444442,0.93,992.41
24478,5.044444444444443,0.95,992.85
24479,5.511111111111112,0.82,992.73
24480,0.1111111111111126,0.81,998.22
24481,4.927777777777776,0.74,992.72
24482,4.3277777777777775,0.76,993.11
24483,3.338888888888888,0.73,993.03
24484,2.1499999999999986,0.72,993.32
24485,1.1333333333333329,0.75,993.45
24486,1.0833333333333348,0.69,993.79
24487,1.0388888888888874,0.75,994.31
24488,1.183333333333335,0.75,995.19
24489,2.577777777777778,0.67,995.41
24490,2.755555555555556,0.62,995.1
24491,2.7999999999999994,0.67,995.02
24492,2.8500000000000014,0.68,995.41
24493,2.7777777777777777,0.69,995.36
24494,1.25,0.76,995.65
24495,0.3777777777777776,0.88,996.21
24496,0.0722222222222236,0.84,996.44
24497,-0.0222222222222217,0.75,996.64
24498,-0.9277777777777788,0.81,997.01
24499,-0.0722222222222216,0.76,996.98
24500,-0.5777777777777773,0.78,997.19
24501,-1.0555555555555547,0.79,997.83
24502,-1.0888888888888897,0.78,997.77
24503,-1.1333333333333329,0.78,998.55
24504,-2.377777777777778,0.79,1005.53
24505,0.0222222222222217,0.72,999.61
24506,-0.5555555555555556,0.75,999.73
24507,-0.4944444444444447,0.75,1000.48
24508,-1.1111111111111112,0.76,1000.44
24509,0.0,0.69,1001.05
24510,-1.0111111111111113,0.75,1001.85
24511,-0.0222222222222217,0.7,1002.75
24512,1.1111111111111112,0.64,1003.55
24513,2.211111111111109,0.59,1004.45
24514,2.822222222222221,0.52,1004.74
24515,3.883333333333335,0.48,1004.9
24516,3.9000000000000017,0.48,1005.18
24517,3.861111111111113,0.45,1005.43
24518,2.7999999999999994,0.52,1006.01
24519,1.338888888888887,0.64,1007.02
24520,0.0944444444444453,0.69,1007.29
24521,-0.994444444444444,0.75,1007.69
24522,-0.6333333333333336,0.78,1008.38
24523,-2.1500000000000004,0.75,1008.19
24524,-2.7777777777777777,0.8,1008.37
24525,-1.5888888888888886,0.8,1008.29
24526,-2.7777777777777777,0.81,1007.65
24527,-2.2888888888888896,0.78,1007.35
24528,2.488888888888887,0.71,1001.55
24529,-2.311111111111112,0.72,1006.15
24530,-2.7999999999999994,0.71,1005.81
24531,-3.744444444444443,0.79,1005.23
24532,-2.755555555555556,0.71,1005.08
24533,-2.244444444444444,0.69,1004.61
24534,-2.1888888888888896,0.7,1004.97
24535,-2.127777777777777,0.75,1005.0
24536,-1.0166666666666655,0.69,1005.01
24537,0.2111111111111125,0.63,1005.34
24538,1.183333333333335,0.59,1004.59
24539,2.805555555555554,0.52,1003.86
24540,2.805555555555554,0.53,1003.88
24541,2.82777777777778,0.61,1003.65
24542,2.755555555555556,0.61,1003.77
24543,2.7722222222222235,0.61,1003.91
24544,3.75,0.63,1003.93
24545,2.7111111111111126,0.62,1004.18
24546,2.677777777777778,0.68,1003.84
24547,2.6611111111111105,0.68,1002.86
24548,2.7333333333333343,0.68,1001.93
24549,2.7722222222222235,0.71,1002.38
24550,3.238888888888888,0.68,1001.42
24551,3.238888888888888,0.68,1001.02
24552,1.988888888888888,0.84,1012.56
24553,3.677777777777776,0.8,1000.41
24554,3.677777777777776,0.86,1001.25
24555,3.1944444444444446,0.9,1001.22
24556,2.6611111111111105,0.89,1001.89
24557,2.6611111111111105,0.96,1002.35
24558,2.727777777777776,0.96,1003.03
24559,2.6611111111111105,0.96,1003.5
24560,2.6611111111111105,0.96,1004.59
24561,2.794444444444445,0.96,1005.5
24562,2.683333333333332,0.96,1005.72
24563,2.7333333333333343,0.89,1006.15
24564,2.855555555555556,0.9,1007.0
24565,2.244444444444444,0.92,1007.21
24566,2.244444444444444,0.85,1008.16
24567,2.272222222222224,0.87,1009.29
24568,2.244444444444444,0.85,1009.25
24569,2.2222222222222223,0.85,1010.36
24570,2.1722222222222203,0.87,1011.26
24571,2.1499999999999986,0.85,1011.32
24572,1.6444444444444448,0.89,1012.2
24573,1.744444444444445,0.9,1013.82
24574,1.6666666666666667,0.89,1013.61
24575,1.6888888888888884,0.85,1014.01
24576,0.0166666666666672,0.86,1025.6
24577,1.6444444444444448,0.89,1015.87
24578,1.594444444444443,0.85,1016.04
24579,1.1111111111111112,0.82,1016.74
24580,-0.0277777777777781,0.82,1018.08
24581,-0.0277777777777781,0.82,1018.62
24582,0.0,0.82,1019.89
24583,-0.1444444444444453,0.82,1020.61
24584,0.0,0.82,1021.76
24585,1.2722222222222217,0.77,1022.39
24586,2.2888888888888874,0.73,1023.04
24587,2.844444444444443,0.7,1023.52
24588,3.816666666666665,0.69,1023.53
24589,3.911111111111111,0.64,1023.64
24590,2.822222222222221,0.69,1023.95
24591,2.261111111111111,0.71,1024.81
24592,1.1555555555555546,0.75,1025.35
24593,1.1111111111111112,0.78,1025.85
24594,0.0777777777777781,0.84,1026.15
24595,-2.105555555555555,0.88,1026.63
24596,-1.5666666666666669,0.85,1027.21
24597,-1.805555555555556,0.85,1027.4
24598,-1.5222222222222213,0.85,1027.53
24599,-0.5055555555555556,0.82,1027.62
24600,-2.294444444444444,0.88,1027.34
24601,0.0277777777777761,0.85,1027.74
24602,0.5111111111111121,0.82,1027.82
24603,-0.0333333333333326,0.83,1027.8
24604,-1.1777777777777785,0.88,1027.8
24605,-0.1333333333333324,0.83,1028.09
24606,-0.1888888888888888,0.84,1028.09
24607,-0.038888888888889,0.85,1028.3
24608,1.1166666666666656,0.79,1028.59
24609,2.183333333333333,0.74,1029.04
24610,4.005555555555556,0.69,1028.87
24611,5.116666666666667,0.57,1028.47
24612,4.922222222222222,0.61,1028.34
24613,5.094444444444445,0.57,1027.78
24614,4.072222222222221,0.63,1027.58
24615,1.6000000000000014,0.76,1027.94
24616,1.183333333333335,0.77,1027.88
24617,0.0999999999999998,0.84,1027.98
24618,0.0888888888888869,0.83,1027.89
24619,0.0555555555555563,0.85,1027.99
24620,-1.0111111111111113,0.85,1028.08
24621,-1.8444444444444448,0.91,1028.05
24622,-1.6611111111111103,0.88,1027.8
24623,-2.194444444444444,0.91,1027.61
24624,2.2388888888888894,0.75,1013.51
24625,-2.822222222222221,0.88,1026.33
24626,-3.355555555555555,0.88,1026.12
24627,-3.327777777777777,0.89,1026.28
24628,-2.894444444444445,0.85,1025.79
24629,-2.8666666666666667,0.92,1025.01
24630,-2.622222222222222,0.89,1024.65
24631,-2.3555555555555547,0.96,1024.03
24632,-1.083333333333333,0.88,1023.7
24633,1.0388888888888874,0.8,1023.32
24634,2.7833333333333323,0.71,1022.6
24635,2.894444444444445,0.71,1021.47
24636,2.9611111111111104,0.7,1020.38
24637,4.883333333333333,0.66,1018.74
24638,2.7999999999999994,0.76,1018.28
24639,2.177777777777779,0.79,1017.67
24640,1.988888888888888,0.8,1016.43
24641,1.988888888888888,0.8,1015.6
24642,1.9111111111111097,0.75,1014.79
24643,2.055555555555557,0.79,1014.09
24644,2.0333333333333314,0.76,1013.38
24645,2.105555555555555,0.73,1012.67
24646,2.105555555555555,0.73,1011.81
24647,2.127777777777777,0.73,1011.3
24648,3.2611111111111097,0.87,1010.53
24649,2.7111111111111126,0.8,1009.23
24650,2.7333333333333343,0.85,1007.56
24651,2.872222222222223,0.89,1006.67
24652,3.7722222222222217,0.89,1006.46
24653,3.7722222222222217,0.89,1005.22
24654,2.82777777777778,0.95,1004.96
24655,3.7944444444444434,0.89,1005.48
24656,3.7944444444444434,0.89,1005.09
24657,4.961111111111111,0.83,1004.91
24658,7.033333333333331,0.74,1004.95
24659,7.127777777777776,0.74,1005.02
24660,7.716666666666667,0.72,1005.23
24661,7.333333333333335,0.74,1005.56
24662,7.266666666666666,0.74,1006.15
24663,6.227777777777778,0.8,1006.73
24664,6.111111111111111,0.8,1007.2
24665,6.133333333333333,0.8,1007.87
24666,6.161111111111113,0.8,1008.5
24667,6.111111111111111,0.8,1009.0
24668,5.5777777777777775,0.83,1010.15
24669,5.083333333333332,0.83,1010.67
24670,4.377777777777779,0.86,1010.55
24671,10.094444444444443,0.93,1020.89
24672,10.916666666666666,0.9,1021.76
24673,8.866666666666667,0.93,1020.8
24674,7.777777777777778,0.96,1020.88
24675,7.049999999999999,0.93,1021.02
24676,7.194444444444446,1.0,1021.29
24677,7.266666666666666,0.93,1021.11
24678,7.33888888888889,0.99,1021.26
24679,12.016666666666667,0.93,1021.5
24680,15.92222222222222,0.79,1021.79
24681,17.59444444444445,0.75,1021.64
24682,19.97777777777777,0.64,1021.4
24683,21.11111111111111,0.6,1020.99
24684,21.20555555555556,0.56,1020.76
24685,21.22777777777777,0.57,1020.39
24686,20.13888888888889,0.61,1020.28
24687,18.194444444444443,0.63,1020.28
24688,16.105555555555558,0.72,1020.37
24689,15.97222222222222,0.73,1020.59
24690,14.794444444444444,0.79,1020.65
24691,12.611111111111112,0.9,1020.92
24692,12.083333333333334,0.84,1021.31
24693,12.6,0.84,1021.62
24694,11.57777777777778,0.9,1021.58
24695,4.355555555555558,0.83,1010.46
24696,6.094444444444444,0.84,1012.5
24697,3.238888888888888,0.89,1011.16
24698,3.1944444444444446,0.86,1011.09
24699,3.083333333333332,0.9,1011.3
24700,3.1944444444444446,0.89,1010.67
24701,2.755555555555556,0.96,1010.57
24702,2.9777777777777774,0.95,1010.76
24703,4.8388888888888895,0.87,1010.75
24704,7.083333333333333,0.8,1010.86
24705,9.688888888888888,0.79,1011.26
24706,10.905555555555557,0.78,1011.06
24707,11.08888888888889,0.77,1010.57
24708,11.11111111111111,0.72,1010.22
24709,11.177777777777775,0.77,1009.96
24710,12.17222222222222,0.67,1009.86
24711,10.077777777777778,0.72,1010.19
24712,10.0,0.72,1010.38
24713,8.983333333333334,0.78,1010.76
24714,7.938888888888887,0.88,1013.14
24715,7.200000000000001,0.93,1013.19
24716,6.688888888888888,0.89,1012.95
24717,6.533333333333332,0.89,1013.18
24718,6.066666666666667,0.86,1013.39
24719,11.505555555555556,0.9,1021.59
24720,12.77777777777778,0.8,1022.47
24721,10.444444444444445,0.93,1022.03
24722,9.93888888888889,0.89,1022.58
24723,9.35,0.94,1022.67
24724,9.772222222222224,0.93,1022.98
24725,10.833333333333334,0.87,1022.69
24726,10.68333333333333,0.93,1023.14
24727,12.644444444444442,0.84,1023.58
24728,14.86111111111111,0.84,1023.38
24729,15.944444444444445,0.79,1023.07
24730,17.25,0.73,0.0
24731,17.849999999999998,0.73,1022.56
24732,19.95,0.63,1022.42
24733,20.06666666666667,0.63,1022.16
24734,18.93333333333333,0.65,1022.18
24735,17.438888888888886,0.72,1022.32
24736,16.016666666666666,0.73,1022.47
24737,14.905555555555551,0.79,1022.94
24738,14.794444444444444,0.74,1022.54
24739,13.816666666666666,0.78,1022.38
24740,13.816666666666666,0.78,1022.57
24741,12.877777777777778,0.81,1023.25
24742,13.305555555555555,0.78,1023.18
24743,13.311111111111112,0.78,1022.99
24744,10.4,0.91,1020.14
24745,14.377777777777778,0.73,1021.05
24746,14.911111111111111,0.7,1020.13
24747,14.31666666666667,0.74,1020.81
24748,13.77222222222222,0.78,1021.76
24749,13.72777777777778,0.78,1021.78
24750,13.583333333333336,0.79,1021.74
24751,13.827777777777778,0.78,1021.69
24752,15.072222222222225,0.78,1021.66
24753,17.788888888888884,0.66,1021.63
24754,18.96111111111111,0.65,1021.27
24755,20.07222222222222,0.61,1020.59
24756,21.25555555555556,0.56,1020.15
24757,21.25,0.57,1019.79
24758,20.20555555555556,0.62,1020.08
24759,18.211111111111112,0.68,1020.26
24760,16.227777777777778,0.77,1019.88
24761,16.016666666666666,0.78,1020.0
24762,13.97222222222222,0.84,1020.24
24763,12.733333333333334,0.83,1020.19
24764,12.66111111111111,0.86,1020.01
24765,11.61111111111111,0.9,1020.33
24766,11.500000000000002,0.86,1020.09
24767,8.955555555555556,0.93,1019.89
24768,12.31111111111111,0.83,1018.38
24769,9.949999999999998,0.89,1019.81
24770,9.394444444444442,0.93,1019.12
24771,9.911111111111111,0.9,1019.31
24772,10.966666666666669,0.87,1019.28
24773,10.944444444444446,0.87,1018.58
24774,9.883333333333333,0.87,1019.36
24775,13.566666666666668,0.78,1019.73
24776,14.788888888888888,0.73,1019.61
24777,15.733333333333333,0.73,1019.48
24778,17.68333333333333,0.71,1019.11
24779,19.838888888888885,0.62,1018.81
24780,20.9,0.57,1018.09
24781,19.92777777777778,0.61,1017.63
24782,18.86111111111111,0.62,1017.9
24783,17.91111111111111,0.68,1017.13
24784,16.038888888888888,0.72,1017.41
24785,16.016666666666666,0.73,1017.81
24786,14.27777777777778,0.82,1017.98
24787,13.838888888888889,0.83,1017.91
24788,15.38888888888889,0.79,1017.9
24789,13.988888888888887,0.81,1017.63
24790,13.333333333333334,0.83,1017.54
24791,13.305555555555555,0.83,1017.99
24792,11.533333333333331,0.8,1021.02
24793,12.17222222222222,0.84,1017.7
24794,13.166666666666668,0.75,1017.72
24795,12.82222222222222,0.78,1017.99
24796,13.633333333333333,0.73,1018.4
24797,12.63888888888889,0.78,1018.4
24798,12.833333333333334,0.77,1018.8
24799,13.844444444444443,0.73,1019.37
24800,14.97777777777778,0.68,1019.57
24801,16.994444444444447,0.6,1019.83
24802,17.200000000000003,0.59,1019.69
24803,17.77777777777778,0.57,1019.58
24804,17.794444444444444,0.53,1019.6
24805,17.77777777777778,0.51,1019.37
24806,17.22222222222222,0.53,1019.28
24807,15.97222222222222,0.57,1019.61
24808,14.83888888888889,0.63,1019.97
24809,13.794444444444444,0.68,1020.46
24810,12.838888888888889,0.72,1020.51
24811,12.755555555555556,0.72,1020.48
24812,12.66111111111111,0.73,1020.79
24813,12.205555555555556,0.75,1021.12
24814,11.644444444444446,0.77,1021.18
24815,10.627777777777778,0.83,1021.44
24816,10.305555555555554,0.83,1027.46
24817,11.11111111111111,0.8,1021.67
24818,10.555555555555555,0.8,1021.77
24819,11.005555555555556,0.79,1021.89
24820,11.016666666666666,0.78,1022.09
24821,10.994444444444444,0.78,1022.48
24822,11.033333333333331,0.79,1023.11
24823,12.17777777777778,0.73,1023.87
24824,12.733333333333334,0.73,1024.18
24825,13.900000000000002,0.68,1024.54
24826,14.911111111111111,0.63,1024.68
24827,16.95,0.56,1024.4
24828,16.0,0.58,1024.46
24829,16.044444444444444,0.57,1024.28
24830,15.005555555555553,0.61,1024.67
24831,13.961111111111112,0.64,1025.09
24832,12.805555555555554,0.7,1025.37
24833,12.783333333333331,0.7,1025.78
24834,12.17777777777778,0.74,1026.59
24835,12.2,0.73,1026.88
24836,11.644444444444446,0.72,1027.59
24837,11.455555555555556,0.73,1028.04
24838,11.511111111111113,0.73,1028.28
24839,10.47222222222222,0.84,1028.67
24840,6.033333333333333,0.79,1032.07
24841,9.86111111111111,0.83,1028.97
24842,9.333333333333332,0.84,1029.17
24843,9.305555555555555,0.79,1029.2
24844,8.816666666666666,0.78,1029.49
24845,8.838888888888887,0.78,1029.59
24846,7.855555555555556,0.78,1030.41
24847,9.927777777777775,0.73,1030.79
24848,11.116666666666664,0.67,1030.97
24849,12.650000000000002,0.61,1031.06
24850,13.800000000000002,0.57,1031.1
24851,14.88888888888889,0.57,1030.61
24852,14.97222222222222,0.56,1030.48
24853,14.97777777777778,0.56,1030.3
24854,15.0,0.52,1030.49
24855,12.92777777777778,0.6,1030.79
24856,12.2,0.62,1030.98
24857,10.050000000000002,0.67,1031.56
24858,10.011111111111113,0.67,1031.98
24859,9.883333333333333,0.63,1032.07
24860,8.77222222222222,0.64,1032.48
24861,7.638888888888889,0.7,1032.63
24862,6.666666666666667,0.74,1032.68
24863,9.516666666666667,0.8,1014.07
24864,9.544444444444444,0.8,1013.79
24865,13.861111111111112,0.72,1012.55
24866,9.683333333333334,0.83,1013.54
24867,9.683333333333334,0.83,1013.24
24868,10.216666666666669,0.84,1013.1
24869,11.161111111111111,0.8,1012.66
24870,12.17777777777778,0.74,1012.85
24871,12.088888888888889,0.76,1012.86
24872,13.872222222222222,0.72,1012.69
24873,16.08888888888889,0.62,1013.07
24874,17.572222222222223,0.54,1013.13
24875,19.88333333333334,0.46,1012.88
24876,18.86666666666666,0.48,1012.39
24877,19.67777777777778,0.47,1012.28
24878,18.97777777777777,0.48,1011.86
24879,19.0,0.49,1011.94
24880,19.89444444444445,0.46,1011.79
24881,17.82222222222222,0.56,1011.56
24882,17.244444444444444,0.63,1011.69
24883,17.02777777777778,0.65,1012.13
24884,16.183333333333334,0.67,1012.17
24885,15.555555555555555,0.7,1012.19
24886,15.555555555555555,0.68,1012.51
24887,11.505555555555556,0.9,1030.41
24888,9.905555555555557,0.89,1030.61
24889,9.83888888888889,0.93,1032.9
24890,8.333333333333334,0.93,1031.3
24891,7.827777777777779,0.93,1031.32
24892,8.072222222222223,0.94,1031.56
24893,7.266666666666666,0.93,1031.81
24894,7.288888888888888,0.93,1032.12
24895,9.927777777777775,0.94,1032.76
24896,13.733333333333333,0.84,1032.81
24897,17.11111111111111,0.74,1033.11
24898,18.88888888888889,0.66,1033.34
24899,21.04444444444444,0.58,1033.1
24900,21.13888888888889,0.53,1032.8
24901,22.044444444444448,0.49,1032.37
24902,22.24444444444445,0.49,1032.1
24903,22.17222222222222,0.47,1031.9
24904,21.04444444444444,0.52,1031.87
24905,17.75,0.65,1032.21
24906,15.0,0.72,1032.41
24907,12.933333333333334,0.83,1032.79
24908,12.17777777777778,0.86,1033.02
24909,11.138888888888888,0.86,1033.32
24910,10.388888888888893,0.89,1033.65
24911,11.072222222222225,0.89,1033.6
24912,9.47222222222222,0.89,1033.41
24913,8.594444444444443,0.93,1032.7
24914,7.827777777777779,0.93,1033.31
24915,8.777777777777777,0.93,1033.31
24916,8.122222222222222,0.93,1033.38
24917,7.222222222222222,1.0,1033.31
24918,6.183333333333335,0.93,1033.23
24919,8.916666666666664,0.93,1033.77
24920,11.138888888888888,0.93,1033.81
24921,13.93888888888889,0.84,1034.17
24922,17.849999999999998,0.73,1034.06
24923,19.95555555555556,0.62,1034.1
24924,21.11111111111111,0.54,1033.5
24925,21.311111111111117,0.52,1033.32
24926,22.17222222222222,0.49,1032.69
24927,22.17222222222222,0.47,1032.29
24928,21.12222222222222,0.52,1032.34
